,context,question,answerA,answerB,answerC,correct
6248,"Disagreeing with their teachers grade, Quinn spoke her mind to them.",What will Quinn want to do next?,request a retake of the assignment,politely inform them their error,accept the grade silently,A
6249,"The plane was full, there were no seats left. But Austin told Cameron to make room.",How would Cameron feel as a result?,mad at Austin,pleased with Austin,cramped on the plane,C
6250,Quinn stared angrily at Addison for a moment because they lost against them.,Why did Quinn do this?,argue with them,resent Addison,congratulate Addison,B
6251,Remy cut to the chase when he gave the political speech.,How would Others feel as a result?,quite explained to,very uninformed,very angry,A
6252,Jordan did the job she was asked to do.,What will happen to Others?,told,Others will be thankful for Jordan,do,B
6253,"After hours and hours of driving, Remy was only a mile from home. Remy was extremely tired and ready for bed.",What does Remy need to do before this?,find a parking place near the house,get tickets for the midnight showing of the movie,get some sleep,A
6254,"After getting everyone dressed and packing their lunches, Aubrey sent their kids to school.",How would their kids feel as a result?,excited about the upcoming school day,irritated by the upcoming school day,ambivalent about the upcoming school day,A
6255,Jordan headed towards the door to visit her mom in the hospital.,How would you describe Jordan?,doesn't care about people,upset about going,loving and caring,C
6256,"In preparation for the upcoming birthday party for their kids, Tracy bought chocolate chip cookies the next day.",Why did Tracy do this?,have some special treats on hand for the party,give out the cookies,share the cookies,A
6257,"Jan was busy with other chores, so Remy put Jan's toy away.",What will Jan want to do next?,throw out her toys,need to pick up the toys,thank Remy,C
6258,Cameron provided advice to individuals about how to get a nice partner to marry.,What will Cameron want to do next?,loved,indifferent,use Cameron's advice,B
6259,Jesse pulled Remy's hand away when he tried to grab he fumbled football.,What will Remy do next to get the football?,push Jesse back and try again,know how to play football,choose a different football to grab,A
6260,Kai changed Remy's opinion by making a strong argument on the charities behalf.,Why did Kai do this?,change others opinions,sabotage the charity,enlighten Remy,C
6261,Sasha caught Tracy off guard when she complemented her after her presentation.,How would Tracy feel as a result?,incapable and irresponsible,confident and capable,annoyed and offended,B
6262,Tracy works hard volunteering and helping others around her.,What will Tracy want to do next?,quit,fix things,be born,B
6263,Kai was really scared when she was home alone.,How would you describe Kai?,nervous,happy,confident,A
6264,Tracy as the elder brother was tasked by his mother to get Kai home from the park.,What will Kai do next?,walk to the park,will learn responsibility,take Kai shopping,B
6265,Jordan saw a bunch of kids playing on the right side of the street. Jordan angled the car to the left to avoid them.,What will happen to Others?,angry at Jordan,miss the kids,be spared by Jordan,C
6266,Austin put Kendall and teresa to the war as Austin wanted to be best friends with both of them.,How would Austin feel afterwards?,unfriendly to both,guilty about it,indifferent about it,B
6267,A very angry Riley pushed the much weaker Kai on to the ground at the county fair.,How would the larger Riley feel after the incident?,like turning himself into the police,a mean person,glad that he shoved him,B
6268,Lee carried out their plans.  They built an enterprise.,What does Lee need to do before this?,wanted to get power,wanted to get rich,organize the plans with other people,B
6269,Carson helped Kendall plant a tree in his yard.,What does Carson need to do before this?,a good friend,have more trees,ask if Kendall needs help,C
6270,Aubrey became very angry and pulled Remy apart.,What will happen to Aubrey?,be yelled at,say they are sorry,cry,A
6271,Alex's family was in the military and they moved around a lot.,How would Alex feel afterwards?,very emotional,very happy,unemotional,A
6272,Kendall was waiting an extra week to spend their allowance and they finally got it.,Why did Kendall do this?,spend it all,save up the money,give the money to charity,B
6273,Jesse deepened Remy's understanding of the lore with some good pointers.,How would you describe Jesse?,a good communicator,a shallow person,a bad communicator,A
6274,"Since she was hungry and really wanted to go out for dinner, Aubrey came to work to pick Quinn up.",What will Aubrey want to do next?,ask Quinn where they want to go eat,drop Quinn at home and never eat,Go to a restaurant,A
6275,Quinn told Remy that he was going to meet her at the mall fountain.,What will Quinn want to do next?,put on a nice outfit,go to the mall,bake a cake,B
6276,Riley complained over dinner that they needed to get a new phone.,What does Riley need to do before this?,be eating dinner,buy one,shop for phones,A
6277,The product was damaged so Alex issued a refund for the amount.,How would this make the customer feel?,angry with the manufacturer,disappointed at having to make a return,they could trust Alex,C
6278,Bailey gave me a present for my birthday.  Others would want to do the same.,How would Others feel as a result?,generous to their friends,like they need to give a present too,a thoughtful friend,B
6279,Kendall focused her magical energy and maintained Jesse's existence through force of will alone.,How would Jesse feel as a result?,happening,someone who cares for her friends,happening,B
6280,"Taylor, working one night at a bar, stirred a bunch of men's drinks.",What will Taylor want to do next?,refill the ice,get hired as bartender,learn how to mix cocktails,A
6281,"Quinn spent a lot of money at Kai's store, buying supplies for school and work.",What will happen to Quinn?,be unloyal,be a good customer,be wrong,B
6282,Jordan heard his cat at the door and got the cat some food to eat that night.,How would Jordan feel afterwards?,a animal lover,loved now,lazy now,A
6283,"Because she was planning a dinner party, Aubrey went and bought food.",What will Aubrey want to do next?,wanted to be ready,wanted to be prepared,invite her friends by phone,C
6284,"Sasha is an athlete.  She rides her bike everywhere, whenever possible.",What does Sasha need to do before this?,take care of her bike,borrow bikes from friends,learn to skateboard,A
6285,Jesse got a ride to school with their friend in the morning.,What will Jesse want to do next?,go to class,Be waiting for friend to arrive,stay after school,A
6286,Alex found out his company is going out business.,What will happen to Alex?,be unemployed,have stable career,have to find a new job,C
6287,"After accidentally breaking an old device beyond repair, Skylar constructed another device.",How would you describe Skylar?,an inconsiderate person,an intelligent person,an incompetent person,B
6288,Kendall was asked if he wanted to try sky diving but Kendall erred on the side of caution.,Why did Kendall do this?,be safe,sea dive instead,avoid caution,A
6289,Addison enforced Lee's rights when she agreed to be his attorney.,Why did Addison do this?,did this for entertainment,did this to fulfill a duty,ask legal questions about his case,B
6290,Robin provided Austin a good environment. She had been around the wrong people in the past.,How would you describe Robin?,loved,looking for free stuff,able to think for herself,C
6291,Robin took them around the neighborhood and they got to visit the many shops that day.,How would you describe Robin?,happy after the long day,feeling passive,feeling proud,A
6292,Carson pushed the door open to reveal some people joking about.,What will Carson want to do next?,know who was playing the trick,conflicted,good,A
6293,Aubrey was getting married today but Addison got drunk and embarrassed everyone.,How would Addison feel afterwards?,uninterested in Aubrey's wedding,apologetic and sad,happy it happened,B
6294,Jordan helped Kendall get up after she had fallen to the ground in the snow.,What will happen to Jordan?,go to school,after she had fallen to the ground in the snow,be relieved,C
6295,Addison read the news paper out loud to their family members one afternoon.,What will Addison want to do next?,gain new insight,spend time alone,read more news,A
6296,Carson provided Lee explanation on how to solve the math problem.,Why did Carson do this?,draw an explanation for how to solve the math problem,smart,write the math problem in order to explain to Lee,B
6297,Cameron turned Jesse's eyes away after they witnessed a bad car accident.,What will Cameron want to do next?,call the ambulance,avoid the accident,see the victims of the accident,B
6298,Tracy needed to get to work so Tracy started the car right up.,Why did Tracy do this?,put their seat belt on,arrive at work on time,skip work and go on a picnic,B
6299,Ash is relaxing and having a good day off work.,How would you describe Ash?,hardworking,relaxed,easily angered,B
6300,"Bailey, who was usually bullied, was surprised when Austin showed kindness instead.",How would Austin feel afterwards?,relieved,annoyed,kind,C
6301,Sydney liked her work and was committed to the company.,What does Sydney need to do before this?,get promoted,get a raise,get hired by the company,C
6302,Aubrey made a picture of her friend's family and showed Remy's mom when it was done.,How would Remy feel as a result?,would be mad at her mom,would be glad her mom saw the picture,would not want to see Aubrey,B
6303,Jordan watched movies all night after he have broken with his girlfriend.,Why did Jordan do this?,get a snack,enjoy the movies,forget the pain,C
6304,Skylar went to the market and bought a basket of apples which she carried home.,What will Skylar want to do next?,sell the apples to her neighbor,Take her purchase home,give out all the apples,C
6305,quinn was angry robin stole her boyfriend so she said mean things to her.,How would Robin feel as a result?,as sad,as happy,as delighted,A
6306,Ash went home the following week because of his cancer.,What will Ash want to do next?,die at his home,rest at his home before the cancer gets worse,seek an oncologist,B
6307,Riley depended upon the nature to make her makeup that she wore.,Why did Riley do this?,save her skin,help the environment,protect the environment,B
6308,bailey was a spoiled brat so she typically wasted food.,How would you describe Bailey?,as a pest,unconcerned,as awesome,A
6309,ash visited her hometown and saw alex years ago.,What will happen to Alex?,she will ignore alex,she will forget about alex,she will think of alex,C
6310,Austin wanted to help so they dried Jesse's clothes for them.,How would you describe Austin?,As a person who knows about jesse,like a good friend,As a helpful person,B
6311,Taylor chased the soccer ball in the yard after school.,Why did Taylor do this?,needed to do his homework,needed to kick the ball,do something entertaining,C
6312,Alex fell out of the tall tree and heard a loud crack when they hit the ground.,What does Alex need to do before this?,scream in pain,needed to lose their grip,needed to float to the ground,B
6313,Riley defied every rule when trying succeeding at her work.,What will Riley want to do next?,find work,learn the rules,show others how to succeed,B
6314,Taylor needed to decide whether to study for their math test or their science test. They weighed their options.,How would you describe Taylor?,indifferent,intelligent,lazy,B
6315,Taylor got Bailey's girlfriend a date to the dance so they could all go together.,What will Bailey want to do next?,avoid the dance,take a nap,meet her date,C
6316,"Sasha needed to run a quick errand and borrowed her brother's, Austin's bike.",Why did Sasha do this?,return faster,put on her bike shoes,bike on the road,A
6317,Robin started school early so she could leave early.,How would you describe Robin?,glad to leave early,Punctual,lazy,B
6318,Carson turned up the volume in their car so that they could hear the song clearer.,What does Carson need to do before this?,go to a bank,listen to music,buy a cat,B
6319,Parker was applying to nursing school and asked Lee for a recommendation letter.,What did Parker need to do before this?,finish the nursing prerequisites,dress nice,ace the interview,A
6320,Quinn was completely falling apart after the break up.,How would you describe Quinn?,happy and easy going,are looking forward to the future,sad and broken hearted,C
6321,Jordan was a fashion designer and was preparing a show.,What will Jordan want to do next?,dress all the models,be well received,put clothing on the models,C
6322,Robin saved Skylar's husband's ashes in an urn so that he would always be around for Skylar.,How would Skylar feel as a result?,hated by Robin,appreciative of Robin,angry at Robin,B
6323,Sydney had been hoping to paint her bathroom for weeks now.  There was no one off at work so she stayed home all day and was finally able to open a can of paint.,What does Sydney need to do before this?,needed to complete all work at her job,needed to put coverings over anything not to be painted,needed to tell all of her coworkers about her painting,B
6324,Alex lost all of his money gambling at the new casino in town.,What will others want to do next?,kick Alex out of the casino,get overtime in work,borrow money to pay bills,A
6325,Cameron came into Carson's life and changed it.,How would Carson feel as a result?,unsure about Cameron,confused about Cameron,happiness towards Cameron,C
6326,Taylor decorated their Christmas tree real fast and sloppy so he could go play football with his friends.,How would Taylor feel afterwards?,felt bad when he saw the picture of it on his sister's classroom wall,like football,felt bad when his mom complimented him on a job well done,C
6327,Austin is very religious but has been making choices that violate his beliefs.,What does Austin need to do before this?,change his ways,change beliefs,needed to commit sin,C
6328,Jordan told Tracy to get the keys while he grabbed his wallet.,What does Jordan need to do before this?,sell his car before this,have keys somewhere before this,lose his license before this,B
6329,Tracy dropped the class to go to the movies and watch the latest blockbuster.,How would Tracy feel afterwards?,indifferent about school,in awe,interested in movies,C
6330,"Sasha read Quinn's work, and told Quinn that it would never be good enough to publish.",What will Quinn want to do next?,perfect,go home and drink and celebrate,go home to drink and cry,C
6331,Sasha regained their health after months in the hospital and months in rehabilitation.,What will Sasha want to do next?,needed to go to the hospital,catch up on lost money with friends,get out and enjoy life,C
6332,Sasha sat at Bailey's computer so they could do their homework.,How would Sasha feel afterwards?,Good they go their homework done,lpful,Glad Bailey has a computer,A
6333,Sasha won a lot of money at the lottery but hasn't told anyone yet.,What does Sasha need to do before this?,sue the lottery company,tell the press to share the news,contact a lawyer to keep her anonymity,C
6334,"Lee was supposed to be home by midnight, but he came home later than that.",What will happen to Others?,ground him,hit the hay,go to bed,A
6335,Kendall worked out their salvation by giving them lots of food to eat.,Why did Kendall do this?,prepare food,cook food,joy,C
6336,"Cameron needed to get change for the bus, so they looked through the couch cushions because they thought they might find money there.",What does Cameron need to do before this?,figure out how much money they needed,call the bus station to get the schedule,get a new couch to look through,A
6337,Riley visited his dad for the first time in the new mansion up on the hill.,Why did Riley do this?,go swimming in the luxurious pool,explore the mansion,tidy up the new house,B
6338,Riley walked around alex to get to the ordering counter first and get food.,What will Riley want to do next?,sell food,satiate their hunger,walk faster,B
6339,"Bailey wanted to do something nice, so they invited all of Kai's friends to a surprise party for Kai, but nobody showed up.",How would Bailey feel afterwards?,Disappointed that the party lasted too long,Frustrated with Kai for planning the party,Frustrated that they wasted their time,C
6340,Carson tore Jesse's eyes away with his brand new red sports car.,What does Carson need to do before this?,whistle to get attention,play loud music,drive the car over to Jesse's,C
6341,Robin knew that the local cafe would give their food to the people who really need it.,How would Robin feel afterwards?,hopeful,satisfied,starving,B
6342,"Lee has work tomorrow, and needed to have a clean uniform ready, so Lee washed clothes.",How would you describe Lee?,lazy,focused,forgetful,B
6343,Casey endured the shit longer than she expected and finally snapped on people.,How would Others feel as a result?,angry and upset,motivated to act,threatened,C
6344,Really didn't see anything out of place after she left her door unlocked last night.,How would you describe Bailey?,"Unconcerned, it was no problem",A little silly for leaving it open,A mindful person,B
6345,Casey performed Jan's duty because she was sick.,What will happen to Casey?,be promoted,get medicine,be demoted,A
6346,Robin worked things out with their brother and they became friends again.,Why did Robin do this?,Go out to eat with her brother,move on,Play a game with her brother,B
6347,Addison scheduled Casey to attend the show because Casey had been talking about wanting to see it for a long time.,How would Casey feel as a result?,resentful of Addison,appreciative of Addison,angry toward Addison,B
6348,Skylar got distracted in class when her friend sent a reply to her text message.,What does Skylar need to do before this?,read the text message,Turn on her phone,Send a text message to the class,B
6349,Tracy had scuffs on their school shoes. Jordan shined Tracy's shoes for a fair price.,How would you describe Jordan?,satisfied with the results,pleased with their clean shoes,enterprising,C
6350,Robin gave the beggar money and offered her moral support.,What will Robin want to do next?,help someone else next,Because Robin was a kind person,get paid next,A
6351,Cameron looked at Tracy's wife and gave a big wink that meant something.,What will happen to Cameron?,bored,ask about it,loved,C
6352,"After saving money over a year, Quinn finally bought a new laptop.",How would Quinn feel afterwards?,happy with the money,satisfied with the purchase,"a frugal, careful spender",B
6353,Sydney really hated broccoli and wasn't pleased when it showed up on their dish at the restaurant.,What will Sydney want to do with their meal?,not eat broccoli,send their meal back to the chef and complain,eat their meal anyway and not complain,B
6354,"After years of hard practice and learning different methods for improvement, Cameron finally beat his goal.",What does Cameron need to do before this?,take his friends to dinner,learn,sleep,B
6355,Kendall's see no one stepping up at quarterback and gives Casey a shot.,What will happen to Casey next?,get the third string position,get cut from the team,get a chance to run the offense,C
6356,Remy was Tracy's best friend since the last year of college.,What will Remy want to do next?,want new friends,have a party,kill them,B
6357,Taylor put the ingredients in and mixed together the batter.,What will Taylor want to do next?,throw it on the floor,put it in a pan,go to the grocery store,B
6358,Carson is planning a surprise party for their sibling Bailey. Carson made sure to invite Bailey's good friend Addison.,What will happen to Addison?,be happy,go to Bailey's party,be upset about the invitation,B
6359,Remy quickly grabbed money from the tray and ran home for the day.,How would you describe Remy?,feeling passive,very rich,feeling fast,C
6360,Aubrey asked their manager about getting a big raise and some time off.,How would Others feel as a result?,proud,passive,lazy,A
6361,Casey shone Carson's shoes after Carson asked him to.,How would Casey feel afterwards?,a shoe shiner,cleaning Carson's shoes,complete,C
6362,"Not looking where she was walking, Ash stopped in Lee's tracks.",What will Ash want to do next?,ignore lee,go around Lee,lost,B
6363,Lee hired the applicant on the spot because there was not going to be anyone better.,Why did Lee do this?,be wasteful,go home,be decisive,C
6364,Lee left their bike at school and it was ultimately stolen by others in a callous way.,What will happen to Others?,Others will be presumed innocent,be angry,Others will be blamed,C
6365,"Even though they had serious insomnia issues and there was an brass band outside their window, Ash tried to fall asleep.",How would you describe Ash?,always trying to get a good nights sleep,fatigued,tired,C
6366,Kai decorated his house for the party he was throwing on the weekend.,What does Kai need to do before this?,cancel the party,clean the house,go on vacation,B
6367,"The warehouse Quinn worked at got a new trash compactor, so Quinn put garbage in the machine.",How would Quinn feel afterwards?,annoyed,a person who do duty faithfully,satisfied,C
6368,Skylar put their hand on Addison's shoulder as they anxiously waited for a response.,Why did Skylar do this?,support Addison,get an answer,scare Addison more,A
6369,Jesse really wanted to be a part of the play. He tried out for a small role. Now Jesse was playing a roll in the production.,What does Jesse need to do before this?,learn lines,wanted to because they enjoyed performing,wanted to because they enjoyed acting,A
6370,Casey is trying to work on the budget for her business.,What will Casey want to do next?,take a break,make a plan,be successful,B
6371,Jordan announced the winner of the prize in the raffle drawing.,How would the winner feel as a result?,so excited,so angry,mad about it,A
6372,Austin was out shopping and they picked up an item then placed the item back then picked up another item.  Austin just could not decide.,How would you describe Austin?,an indecisive person,a confident person,a decisive person,A
6373,Ash lent Jan money to buy the lottery ticket. Jan hit big on the ticket and decided to share with Ash.,How would Jan feel as a result?,indifferent to winning,like celebrating,detached from reality,B
6374,Skylar dyed their hair often. The color changed regularly every couple weeks. Skylar tried bold and unique colors.,How would you describe Skylar?,pretty,ing to try new colors,excited,B
6375,Taylor is Kai's son's babysitter.  She puts his son to bed every night when Kai has to work late.,How would you describe Taylor's relationship to Kai?,very grateful to taylor,works for Kai in the morning,trusts Taylor with his son,B
6376,"Jesse just got a credit card, but then Jesse spent too much money online.",How would Jesse feel afterwards?,friviolous,undisciplined,regret spending too much money,C
6377,Addison asked them what the problem was because it seem there was a problem.,Why did Addison do this?,do nothing,no problem,see the problem,C
6378,Addison asked them what the problem was because it seem there is a problem.,Why did Addison do this?,find out why,do nothing,find nothing,A
6379,"Since Bailey had invited Kai to a nice restaurant, Kai joined Bailey for dinner.",What will Bailey want to do next?,shower,order some drinks for the two,send the food back,B
6380,Quinn told Tracy what to expect from the audience's reactions during their speech.,Why did Quinn do this?,warn Tracy,make Tracy nervous,proud,A
6381,Remy saw Bailey's grandma fall out of her chair.,What will Bailey want to do next?,okay,ignore her,get her up,C
6382,Remy didn't brood over the messy breakup and started their new life instead.,Why did Remy do this?,put the past behind them,better,forget about their family,A
6383,Kendall sprayed the hose everywhere by mistake because they didn't know the hose had been turned on.,How would Kendall feel afterwards?,reckless,spraying the hose everywhere,discovering that the hose was turned on,A
6384,Austin is a veterinarian visiting a famous zoo.,What will Austin want to do next?,quit their job,gain more education,take a selfie with some animals,C
6385,Bailey knew she couldn't do the job herself. Bailey joined forces with the volunteers.,Why did Bailey do this?,delegate tasks,needed freebies from the volunteers,needed skills of the volunteers,C
6386,Bailey saw her friend in the window and invited their friend inside but their friend declined the invitation.,How would Bailey feel afterwards?,like her friend does not like her,wanted and desired for her friendship,outgoing,A
6387,Remy did a magic trick and impressed their friends a lot.,How would Remy feel afterwards?,Good for doing well,satisfied to become an amateur magician,Good for having friends,A
6388,Robin drove to the store after work to get ingredients for dinner.,Why did Robin do this?,drive home,did this to get groceries,did this for a promotion,B
6389,Cameron told Jan's stories to their friend about the big bad wolf and the little girl.,Why did Cameron do this?,bored,smart,tell them they will start talking,A
6390,Sasha admitted having a huge crush on Kai to everyone at school.,What will happen to Kai?,yell at Sasha,reciprocate Sasha's feelings,switch schools,B
6391,Kai threw flowers into the water to remember the old ones.,What will happen to Kai?,meditate,cry out,shout,A
6392,Bailey is Addison's older sibling. Bailey shaved Addison's head while their parents were asleep.,What will happen to Bailey?,be arrested,be bald,be grounded,C
6393,Alex seized all the products he could from Austins opportunity.,How would you describe Alex?,disappointed,always thinking ahead,sad,B
6394,Bailey pulled Tracy's pants down and was surprised when she didn't take the joke well.,What will Bailey want to do next?,slap Bailey,be forgiven,play another joke,C
6395,"Riley prepared for their reception. After so many months of planning, she couldn't believe it was finally time.",How would you describe Riley?,bored,would be glad the reception was over,meticulous,C
6396,Robin was a sunday school teacher at her Church.,Why did Robin do this?,be a good influence,take a break,be quiet,A
6397,tracy was a kind person so she gave carson's baby a toy.,How would Tracy feel afterwards?,kind,Grateful for the kindness,Thankful for kind friends,A
6398,Riley had a bad cough after running 10 miles in a marathon race.,How would Riley feel afterwards?,get excited,alleviated,Dedicated to finishing,C
6399,Lee scared Quinn to death but recovered quickly from the terrible scare.,How would Lee feel afterwards?,lazy,bad,mischievous,B
6400,Addison used her bike all the time and road all over the neighborhood.,What does Addison need to do before this?,have a bike,bike to somewhere cool,bike to some friends,A
6401,Addison was busy all day and didn't have time to eat. She found some leftovers in the fridge. Addison ate the tacos that were left.,Why did Addison do that?,wanted to be full,wanted to be empty,clean out the refrigerator,A
6402,Aubrey found a list for Addison and gave it to them before they left.,What does Aubrey need to do before this?,find the list,ignore list,tell them to get all of the list items,A
6403,Riley joined a club after school to learn how to play chess.,Why did Riley do this?,overpower others,joined a club after school,make friends,C
6404,Bailey knew Robin was right about the rain and was sad she did not prepare.,How would Robin feel as a result?,as smart,wet,dry,A
6405,Quinn ate another sandwich after looking at the clock.,How would Quinn feel afterwards?,tired,full,as hungry,B
6406,Tracy went home for the holidays instead of spending it with her friends.,What will happen to her friends?,Have a nice holiday but miss Tracy,Never speak to Tracy again,be welcomed by her family,A
6407,Riley had been out sick for a while and returned to work.,What does Riley need to do before this?,catch up,make up work,get over her fever,C
6408,"Because they were worried about their car breaking down on the long drive to their new job, Kendall erred on the side of caution and looked into other options instead.",What will Kendall want to do next?,be cautious,quit their job,look for a good price on a rental car,C
6409,Jan finally asked for a job after doing nothing for weeks.,How would you describe Jan?,a slow,a little productive,adventurous,A
6410,Sasha was covering at work for Kendall but hated and quit the job.,Why did Sasha do this?,wanted to give it back to Kendall,stay away from Sasha,was angry with Kendall,A
6411,Ash wanted the new video game and they went to the store and picked it up.,What does Ash need to do before this?,have fun,go to the store,play the new video game,B
6412,Addison made Austin act serious when Austin was making noise during the recital.,What does Addison need to do before this?,strong,better,take Austin to the lobby,C
6413,"Quinn´s brother was lazy and always in trouble, so Austin turned Quinn's brother away.",What will Quinn want to do next?,convince Austin to give her brother a chance,go to the movies,go to a cafe,A
6414,Cameron prevented them from reaching over the side of the steep drop off.,What will Cameron want to do next?,get them away next,jump next,be careful for them,C
6415,Austin was called into the authority figures office and was scolded for their bad grades.,How would Austin feel afterwards?,fantastic,depressed,excited,B
6416,Cameron followed Skylar's example and made a paper airplane in a couple of minutes.,Why did Cameron do this?,skilled,know how to make a paper airplane,lazy,B
6417,Aubrey had so much trouble with their car.  They decided to buy a new one.,What does Aubrey need to do before this?,borrow money from parents,take out a loan,test drive a car,C
6418,Ryley is in Skylar's class in college and they have known each other for a long time.,What will happen to Riley?,go to lunch with Riley,tell Skylar about his feelings,never see each other again,A
6419,Jan played volleyball in high school. She went on to play in the Olympics and won a medal.,What will Others want to do next?,go to the Olympics as well,see Jan play in college,see Jan play high school volleyball,A
6420,Bailey established relations with Kendall so that they could use Kendall as a reference in the future.,How would you describe Bailey?,very glad,very happy,Selfish,C
6421,Kendall just got some bad news from their mother. Kendall and Aubrey are best friends. Kendall called Aubrey to tell them the bad news. Aubrey would see tears in Kendall's eyes.,What will Aubrey want to do next?,hug Kendall,ask Aubrey to comfort her,tell the rest of the family the bad news,A
6422,"Sydney was trying to figure out how Kai wanted to spend their vacation time, and Sydney got Kai to make up their mind.",What kind of person is Sydney?,someone who avoids other people,excited to go on vacation,someone who encourages decision making,C
6423,"Remy was a wonderful artist, she produced an impression of Casey that was just divine.",How would Remy feel afterwards?,felt excited,felt sad,felt guilty,A
6424,An order for Carson was issued by Kendall.,How would you describe Carson?,a irresponsible person,a person who cares about the rules,a good and responsible person,A
6425,Addison defended Taylor's position when they were having a debate with others.,What will happen to Taylor?,be thankful,get rewarded,be upset,A
6426,Lee didn't get enough sleep last night so they fell asleep in class.,How would you describe Lee?,a bad student,nervous about the coming exam,sleeping,A
6427,Alex went travelling overseas and got sick. Alex became infected with a flu.,How would Alex feel afterwards?,miserable,good,doesn't take care of himself,A
6428,Tracy loved Alex still even though they had not seen each other in years.,What will Tracy want to do next?,remain close friends,party with Alex again,call Alex on the phone,A
6429,Robin tried to quit smoking but had a long day at the office. Robin filled their pipe.,How would you describe Robin?,someone who smokes,unemployed,as calm,A
6430,Jan was having someone come stay with her for a while. Jan put blankets on the bed for her.,What does Jan need to do before this?,be a good host,needed to destroy the room,needed to clean the room,A
6431,Jan went on a three week business trip to China for her university.,How did others feel about Jan?,went to business trip to china,Others felt admiration for Jan,murderous,B
6432,Ash had to use a gun to defend thier home from would be burglars.,What was the outcome of defending his home?,and the intruders became friends,scared off intruders,Protect family,B
6433,Evelyn was applying to nursing school and asked Lee for a recommendation letter.,What did Evelyn need to do before this?,finish the nursing prerequisites,submit a full application package,be considered as a serious potential applicant,A
6434,Kai tested the student's scores. She wasn't happy with the work of the students.,What will Kai want to do next?,Just give up on them,Show them what they're doing wrong,Look at the scored further,B
6435,Robin lost their job and was going to be evicted so Robin sold their products.,Why did Robin do this?,make money,not have anything,go job hunting,A
6436,"After coming over for a lunch date, Aubrey found dirt in Addison's house.",What will Addison want to do next?,have her friends clean it,was a clean freak,apologize,C
6437,Casey decided to model for her man by wearing his jewelry.,How would you describe Casey?,in love,a man,a real fashion model,A
6438,Jesse was excited about his date and took longer than usual to get ready.,Why did Jesse need such a long time?,look good for his date,look like he didn't care,be fashionably late,A
6439,Austin gave Robin reason to pursue on because Austin cared for Robin as a friend.,Why did Austin do this?,better about things,Go home,make Robin forget about what they had planned,A
6440,Taylor expressed their point clearly by pointing to the board and explaining the notes.,Why did Taylor do this?,lazy,proud,make sure others understand,C
6441,Quinn bought toys for Lee's children since Lee couldn't afford it.,How would Lee feel as a result?,so grateful,very upset,so mad,A
6442,Kai needed a bedtime story each night before going to sleep.,How would Kai feel as a result?,an adult,safe,kind,B
6443,Quinn told terrible jokes at the first comedy show so they were booed off of the stage.,What will happen to Quinn?,request a refund for what they paid to see the comedy show,get a new job,never go to see Quinn's comedy shows again,B
6444,Taylor learned Japanese for the trip they were taking to Japan.,How would Taylor feel afterwards?,Like they are prepared for the trip,a diligent person,a person who loves to travel to foreign countries,A
6445,Tracy obeyed Skylar's orders without any questions when they were at the base.,Why did Tracy do this?,ignore Skylar's orders,be a good person,rebel against Skylar,B
6446,Tracy wanted to sell their property so they listed it and it sold right away.,Why did Tracy do this?,move to a new safer location,live in a home,move into a huge house,C
6447,Casey rode Aubrey's motorcycle and thought it was really fun.,What will Aubrey want to do next?,say thank you to Aubrey,ride the motorcycle,talk to Casey about fun,B
6448,"Tracy got her backpack ready last night, and she woke up early this morning and had a good breakfast.",Why did Tracy do this?,drive to the hiking trail,beat her record for earliest time ever waking up in the morning,be prepared for her day at school,C
6449,Sasha was very committed to succeeding developed Austin's attitude.,What will happen to Austin?,become a better person,be sad,be rewarded,A
6450,quinn was sydney's real mom so she gave sydney a education.,What will happen to Sydney?,she will graduate with good grades,she will fail school,she will waste her education,A
6451,Ash welcomed Cameron back when they came back to work after a vacation.,Why did Ash do this?,show anger to Cameron,take their friend out to lunch,be warm to Cameron,C
6452,robin was suspicious of outsiders so she kept an eye on the man.,Why did Robin do this?,keep an eye on suspicious people,annoy the man,stay away from the man,A
6453,Addison asked her dad for recommendations about what movie they should watch.,Why did Addison do this?,want to borrow money for a movie,Because the want to watch tv,Because the want to watch a movie,C
6454,Remy started to hurt all over and decided to skip going to the doctor looking for self-care.,How would you describe Remy?,bad,a very stubborn person,unhealthy,C
6455,Dylan was applying to nursing school and asked Lee for a recommendation letter.,What did Dylan need to do before this?,write the letter,finish the nursing prerequisites,do him a favor,B
6456,Robin brought a case to trial after deciding there was no way they could lose.,How would the defendant feel as a result?,Confident,like it was hopeless,like they were going to dinner,B
6457,Kendall gave Taylor's flowers to them to show both of their appreciation.,Why did Kendall do this?,thank them for the flowers,thank them,say they appreciate the flowers,B
6458,Kai asked someone for a ride but they said they were too busy.,What will Kai want to do next?,steal a car,yell at their friends,call another friend,C
6459,bailey wanted to be social so she asked her neighbor to stop by.,Why did Bailey do this?,annoy the neighbor,be social,be anti social,B
6460,Cameron asked Tracy if they could help them move to a brand new house.,Why did Cameron do this?,rent a boat,buy a house,get help,C
6461,Austin built Quinn's house yesterday. He had finally finished the job he had took on.,What will happen to Austin?,get paid,pay them for completing the house building job,Continue to work on the house,A
6462,Ash loved Jordan and was happy to move across the country when she got a great job offer.,What will Jordan want to do next?,refuse next,move next,sell the house,B
6463,Casey really enjoyed their babies.,Why did Casey do this?,caashey very angry,cashey not enjoying,really enjoyed their babies,C
