,context,question,answerA,answerB,answerC,correct
523,Kai pintou a cidade de vermelho na última noite antes do casamento.,Porque é que o Kai fez isto?,Beba uma cura para a ressaca.,descanso antes do casamento,Festa antes do casamento.,C
524,A Bailey passou por cá para trazer à Alex um prato de bolachas frescas.,O que vai acontecer com a Bailey?,estranho,Come os biscoitos.,- Não . - Não .,B
525,A Quinn estava a fazer compras de roupas quando viu a mãe do Ash a olhar para baixo num corredor vizinho.,O que vai acontecer à mãe do Ash?,Vem dizer olá .,Diz olá à mãe do Ash.,Pára de fazer compras e vai-te embora .,A
526,Jordan abriu a cortina e viu um ladrão tentando entrar em sua casa.,O que vai querer fazer a seguir?,Chame os bombeiros.,Desafie o ladrão.,Chama a polícia.,C
527,Austin concedeu o direito do povo de passar pelo seu território pelo CCC.,O que acontecerá aos Outros?,Destruir o território de Austin.,ficar zangado com o Austin.,ser autorizado a sair,C
528,Jan visitou a amiga da Kendall dentro do hospital.,O que vai acontecer com Jan?,Ela vai a um bar,Ela vai falar .,Ela vai receber tratamento .,B
529,"A Bailey precisava de poupar dinheiro, por isso usou os cupons.",O que é que a Bailey precisa de fazer?,Use mais cupons,poupar dinheiro,Veja quanto dinheiro ela economizou.,B
530,"A equipa estava a perder, por isso Lee ficou frustrado no jogo.",Como descreveria o Lee?,Alguém que gosta de desporto.,Alguém que odeia perder.,Infeliz com o resultado do jogo.,B
531,A Addison comprou um hambúrguer a um preço mais baixo porque tinham um bom cupom.,Como se sentiriam os Outros?,ciumento,orgulhoso,a comer um hambúrguer,A
532,Addison ligou doente no dia seguinte porque a gripe chegou até ela e foi ruim.,Como você descreveria Addison?,melhor,descansado,Sentindo-se com raiva,C
533,Alex passou os lábios de Jan quando ele foi beijá-la na bochecha.,Como Alex se sentiria depois?,inteligente,atrevida,Acalme-se,B
534,O Lee vendeu coisas que já não usava no Craigslist e ganhou dinheiro extra.,O que os Outros vão querer fazer a seguir?,Desfrutar do que compraram.,Ter uma ligação à Internet,Tenho coisas de reserva .,A
535,"Alex queria beijar Jan, mas não tinha certeza sobre isso. Alex mal passou pelos lábios de Jan.",O que vai o Jan querer fazer a seguir?,Ignora o Alex.,Faz isso outra vez.,Diz ao Alex para parar.,C
536,Quinn estava na mercearia a comprar comida e viu a mãe do Ah.,Porque é que o Quinn fez isto?,Sauda a mãe .,Ter alguns nutrientes,Diz olá,C
537,Jan tentou dar a Cameron ombro para chorar.,Como descrever Cameron?,irritado com Anna,irritado com Jan,cuidados,C
538,"Aubrey O'Day é uma cantora/compositora, atriz, designer de moda americana que tem um patrimônio líquido de US$ 4 milhões.",Porque é que o Aubrey fez isto?,"Paul ""Paul"" D. Delvecio: $15 milhões a $24 milhões. Paul D. ganhou muitos milhões ao longo dos anos graças à sua carreira de DJ.","uma derivação francesa normanda do nome germânico Alberic, que consiste nos elementos alf ""elf"" e ric ""poder"", com o significado de ""Justo Governante do Povo Pequeno"".",(duas vezes) membro do grupo Danity Kane (despeitado em 2008 e reconciliado em 2013),C
539,A Bailey reuniu o bando para uma reunião depois da escola dentro da casa do clube.,O que vai fazer a Bailey a seguir?,É divertido estar com eles.,Pergunta aos pais se ela pode convidar amigos,Discutem o novo professor de história da turma.,C
540,O Remy recebeu um desconto no livro por ser especial.,Como se sentiriam os Outros que ordenam?,Estou contente por ter o livro.,Feliz e incluído,ciumento e invejosos,C
541,Tracy treinava a cantar indo ao espelho e cantando na frente dele.,O que vai acontecer à Tracy?,- É bom.,preguiçoso,separado,A
542,"A Jordan ganhou vários prémios, trabalhou muito na escola durante anos e valeu a pena.",Como descreveria o Jordan?,indiferente,orgulhosos deles.,Determinado,C
543,Riley chegou ao seu local em horários perfeitos para a festa.,O que é necessário para que Riley possa fazer antes disso?,pressione na porta,Coloque gás no carro,agradecer o hospedeiro,A
544,"Depois de anos sem emprego e com dúvidas de si, Carson se tornou independente no trabalho.",O que é que o Carson vai querer fazer a seguir?,Trabalhar para os trabalhadores,Continuem a provar que são capazes,Continuem a provar que são instáveis .,B
545,"A Casey não queria que o gelado derretesse, por isso deixou compras em casa.",O que os Outros vão querer fazer a seguir?,Ajuda o Casey.,Mantenha o sorvete congelado,Guarda o gelado.,B
546,Remy pediu ao médico que o fizesse para conseguir algum medicamento bom por alguns dias.,Por que a Remy fez isso?,prurido,boa,Controle,C
547,Ash decidiu que eles iriam tomar a decisão longe de Casey.,O que vai acontecer com o Casey?,confuso por que Ash assumiu a decisão,ser gritado com,Seja feliz com Ash por assumir,A
548,Bailey contou a Aubrey uma pequena mentira e Aubrey pensou que Bailey estava dizendo a verdade.,O que Bailey vai querer fazer a seguir?,Cair com Bailey,Certifique-se de que Aubrey nunca descubra,Diga a Aubrey que eles estavam mentindo,B
549,Jordan pendurou as roupas na corda para secarem.,O que vai querer fazer a seguir?,Gostava de fazer as coisas à moda antiga.,Faça mais tarefas domésticas,Não queria cotes molhados.,B
550,"Depois de se perguntar se estava acontecendo, Carson entrou em seu próprio lugar.",O que é necessário para Carson diante disso?,crescimento,se levanta mais,ser imaturo,A
551,"O Jesse era o mais esperto da sala, por isso deu o nome à equipa.",Porque é que o Jesse fez isto?,Prova que ele é o mais esperto.,Diverte-te,irritar a equipa,A
552,"O Casey era popular no liceu, era um jogador de futebol.",Como descreveria o Casey?,uma pessoa preguiçosa,Casey que tem uma estrela de futebol,pessoa social,C
553,"Depois de ser repreendido pela mãe por ter feito uma grande confusão, Lee colocou tudo de volta no caixote de brinquedos.",O que é que o Lee precisa de fazer antes disto?,Sê bom .,Tinha de deixar todos os brinquedos fora.,Precisava de comprar todos os brinquedos.,B
554,A Addison foi a uma consulta médica e não gostou das notícias que receberam sobre a sua saúde.,Como se sentiria a Addison depois?,uma pessoa doente,Muito chateado.,uma verruga de preocupação,B
555,"Olhando mais fundo no armário, Kai encontrou outro par de calças para vestir no concerto.",O que vai o Kai querer fazer a seguir?,Põe as calças bem dobradas .,Guarda as calças.,Põe as calças.,C
556,Carson viu sua namorada andando pela rua com outra pessoa.,Como você descreveria Carson?,ciumento,raivoso,Preocupado,B
557,A Skylar estava a decidir como chamar o cão.,Como se sentiria Ash?,Como se a Skylar gostasse de estar perto do cão.,Como se tivessem feito algo pela Skylar.,senti-me realizado,B
558,"Cameron chegou a casa para fazer bolachas antes da festa de aniversário da filha, uma tarde.",O que é que a Cameron vai querer fazer a seguir?,dormir,Tem uma boa receita,são pessoas que se preocupam com os outros,B
559,"Embora pudesse ser cozida no microondas, Ash colocou a pizza no forno.",Como se sentiriam os Outros?,Um que não gosta de usar o microondas.,cozinhados,- Estou com fome.,C
560,"Skylar ia fazer uma apresentação, mas percebeu que deixou seus marcadores na sala.",O que o Skylar precisa fazer antes disso?,recuperar os marcadores da outra sala,Ir à sala seguinte para os marcadores,pergunte a alguém se pode tomar alguns marcadores,A
561,Kendall viajou pelo país no autocarro da turnê.,O que é que a Kendall precisa de fazer antes disto?,Entra no autocarro.,Leva um avião para casa.,Descanse em casa durante uma semana,A
562,"A Aubrey acreditava no trabalho duro da Addison, por isso trabalhou no caminho da Addison.",O que é que o Aubrey vai querer fazer a seguir?,recusa-se a falar com a Addison.,Diz obrigado,Continuem a ajudar a Addison .,C
563,A Riley dirigiu os passos da Cameron pelo labirinto enquanto a Cameron estava vendada.,Porque é que a Riley fez isto?,Mantém a Cameron segura.,Queria tirar o vendagem dos olhos.,Queria ajudar a Cameron a navegar.,C
564,A Ann deixou uma mensagem no correio de voz do Carson na semana passada.,O que é que o Carson vai querer fazer a seguir?,Ouço um correio de voz,Peço desculpa.,Provavelmente devolver chamadas em tempo hábil.,B
565,"Sydney infligiu dor a outros, sempre cruel e rancorosa com as outras pessoas.",Como se sentiriam os Outros?,mal tratados,um canalha.,grato a Sydney,A
566,"O anel do Quinn caiu no ralo, por isso ele foi lá para o encontrar.",O que é que o Quinn precisa de fazer antes disto?,Procura o anel.,Chame um canalizador .,Encontrar um caminho para baixo do ralo,C
567,Casey caminhou descalço sobre as pedras afiadas e cascalho que estavam na praia.,Como é que o Casey se sentiria depois?,Conforto,dor,aventureiro,B
568,A Kendall falhou em todas as aulas.,O que é que a Kendall precisa de fazer antes disto?,Decidir chegar a tempo à aula,decidir não ir à escola,frequentar aulas com mais regularidade,B
569,"A Sydney estava atrás da Skylar, mas estava a alcançá-la.",O que vai a Skylar querer fazer a seguir?,- Vamos desacelerar .,Vencer a seguir.,Apanha a Skylar.,B
570,Lee planeou a viagem com base em extensa pesquisa em todos os melhores locais.,O que é que o Lee vai querer fazer a seguir?,Adiar a viagem para o ano que vem.,Verifique as reservas de viagem dele .,Escolha o melhor local,B
571,"Os filhos de Alex estavam sendo maus e não ouvindo, então Jesse criou os filhos de Alex.",Como você descreveria Jesse?,como Jesse deve cuidar de seu próprio negócio,Superando seus limites,agressivo,B
572,Robin gostava de uma garota e a convidou para sair na frente de toda a classe.,O que vai acontecer com a classe?,Espere para ver a resposta,boo Robin,ficar nervoso,A
573,Aubrey estava velho e ficou muito doente e acabou morrendo.,Como se sentiriam os Outros?,Feliz que o Aubrey não estivesse a sofrer.,Calmo e relaxado,em paz,A
574,"A Aubrey sabia quando entrou na corrida que podia não terminar e, com certeza, uma milha em Aubrey mordeu o fato.",Como descreveria o Aubrey?,Alguém que não tem problema em desistir cedo.,Alguém que sempre termina a tarefa em mãos,exausta depois de tentar o melhor que podia.,C
575,Depois de vários ruídos altos e uma briga ele foi até a janela e Lee olhou para dentro.,Porque é que o Lee fez isto?,Bater na janela .,Descubra a causa do barulho.,Abre a janela.,B
576,Tracy fez uma apresentação sobre mudanças climáticas que incluiu os dados mais recentes de estudos revisados por pares.,Porque é que a Tracy fez isto?,praticar a mentir,ler estudos revisados por especialistas sobre mudanças climáticas,Educar o público,C
577,Quinn se dedicou ao seu trabalho e se dedicou ao serviço.,Como descreveria Quinn?,Dehonest,Trabalho duro,Honorável,B
578,Quinn fez a Riley atacar o inimigo contra a sua vontade e ela já tinha o suficiente.,O que é que a Riley vai querer fazer a seguir?,Fala com o Riley .,ser obediente,Recusar a ordem.,C
579,O Carson teve de voltar para casa porque tinha de alimentar o cão.,Como descreveria o Carson?,preguiçoso,Um bom cuidador,egoísta,B
580,Alex tomou Casey nos braços após o choro de Casey.,Como se sentiria o Casey?,tonturas,triste,Consolado,C
581,A Robin se parecia muito com a Taylor quando as puseste lado a lado.,O que vai acontecer ao Robin?,Confunda com Robin.,ser chamado pelo nome errado,especial,B
582,Lee providenciou a casa de Quinn porque Quinn não podia se dar ao luxo de fazê-lo por conta própria.,O que Lee vai querer fazer a seguir?,Eu precisava de dinheiro para completar Faces,Obter propriedade parcial,não receber nada de volta,C
583,"A Skylar estava cansada de ser intimidada pelos amigos da irmã, disse aos amigos do Quinn para pararem.",O que vai a Skylar querer fazer a seguir?,Desaparece .,precisava de ser intimidado.,grita com eles .,A
584,"o carson teve uma boa férias, mas finalmente voltou.",O que é necessário para Carson diante disso?,hangout com seus amigos,manter o trabalho,de férias,C
585,Addison contou um segredo que eu confiei para que ela não contasse ninguém.,Como eu me sinto como resultado?,mais confiante,feliz com Addison,muito traído,C
586,A Addison arranjou um novo emprego na loja e gostou.,Como descreveria a Addison?,motorizado,Estou entusiasmado com a Addison.,Estou feliz pela Addison.,A
587,Addison usou o artigo para descrever a reciclagem para que outros pudessem entender facilmente o conceito.,O que os Outros vão querer fazer a seguir?,Tente reciclar,Destruir mais do ambiente,Pergunta-lhes se entendem.,A
588,Lee guardou todos os seus itens no armário e foi para casa sozinho.,O que é que o Lee vai querer fazer a seguir?,ir a um bar,Tirar a frustração deles .,decidir como conduzir para casa,C
589,Jesse estava na cama do Kai e divertia-se a ver televisão naquela noite.,O que vai acontecer ao Jesse?,adormecer,- É bom.,Aborrecido.,A
590,"A Sydney já tinha sido magoada no passado, por isso começou a causar dor aos outros.",O que os Outros vão querer fazer a seguir?,Pede à Sydney para parar.,como se sentiram,impedir que os outros se aproximem,A
591,"O Austin estava a pôr uma nova fotografia na sala dele, por isso, manteve a fotografia no lugar para decidir onde a pôr.",O que é que o Austin vai querer fazer a seguir?,Queria ter a certeza de onde colocar a foto.,Queria saber onde pôr a foto.,Mova a imagem para outro lugar,A
592,Kai formou sua opinião rapidamente sem considerar todas as informações.,O que vai fazer o Kai a seguir?,A correr nas coisas.,Pensa em si mesmo.,Pensa antes de agir.,A
593,O Remy deu parte do seu dinheiro para caridade para poder retribuir à comunidade.,O que os Outros vão querer fazer a seguir?,Fica contente .,ficar zangado,- Não .,A
594,Jan queria cuidar melhor de sua saúde. Jan tentou reduzir sua dependência de nicotina.,Como você descreveria Jan?,Orgulha-te,mais saudável,viciada,B
595,"A Jordânia recebe o seu grau, e finalmente concluiu o ensino superior.",O que a Jordânia deseja fazer a seguir?,fazer isso para conseguir um emprego,comemorar o término da escola,quis concluir o curso superior,B
596,"Bailey queria realmente que o Skylar lhes fosse promovido, Bailey chegou aos pés do Skylar",Como o Skylar sentiria como resultado?,como calmo,vergonha de Bailey,como conteúdo,B
597,"Depois de ter brigado no início do dia, a Kendall viu o Austin mais tarde.",O que vai acontecer com a Kendall?,Quer vingança contra a outra pessoa,Evite Austin e vá embora.,Atirar uma torta ao Austin .,B
598,"O marido disse-lhe para não usar equipamento novo, mas Jan comprou um.",Como descreveria o Jan?,confiante,desafiador,saudável,B
599,Addison deixou seu irmão sozinho em casa e foi à festa.,Como descreveria a Addison?,egoísta,culpado por deixá-los sozinhos.,Mal pela escolha que fizeram.,A
600,"Depois que as instruções do site não funcionaram, Skylar pensou em uma solução.",O que a Skylar precisa fazer antes disso?,Descubra a solução,Falhar com o site,ir a algum lugar,B
601,Ash conseguiu manter o temperamento sob controle quando encontrou o namorado beijando a melhor amiga.,Como se sentiria Ash depois?,vergonha de seu namorado,uma pessoa tolerante,como chorar muito,C
602,A Tracy fez uma curva para ver o pescoço do Carson e havia uma mancha vermelha no pescoço.,Porque é que a Tracy fez isto?,Reparem no pescoço do Carson.,Fica perto do Carson .,informados,A
603,A Jordan ficou no lugar do Kai e sentou-se.,Porque é que a Jordan fez isto?,afastem-se,Ver futebol .,gritar,B
604,A Sasha conheceu os clientes da Kendall na loja para lhes dizer que a Kendall vai chegar em breve.,O que é que a Kendall vai querer fazer a seguir?,Vai à loja,Vai lá devagar .,manter os clientes felizes,A
605,O Austin encontrou os sapatos da Kendall depois de terem ido para casa da festa de pijama.,Como descreveria o Austin?,recolheram todos os pertences deixados para trás e foram telefonar aos amigos,orgulhoso de si mesmo.,Como se tivesse feito uma boa ação.,C
606,"O Quinn foi confrontado por um louco com um machado, por isso o Quinn esfaqueou o louco.",O que os Outros vão querer fazer a seguir?,Obrigado Quinn .,- Não .,Impede que o homem o bata.,A
607,Kai saiu de casa sozinho porque o marido estava muito zangado para sair para jantar com ela.,O que acontecerá aos Outros depois?,Apertar um buraco na parede,Abuso de Kai,comer em casa,C
608,"O Riley pediu um aumento ao chefe, quando outros fizeram todo o trabalho.",Como se sentiriam os outros?,Enganado por ela.,orgulhoso dela.,feliz com ela.,A
609,O Carson baixou a guarda em relação à Jan porque estavam confortáveis juntos.,O que vai o Jan querer fazer a seguir?,Crescer com Carson,Beijo Carson .,Confia em Jan.,A
610,A Sydney fez uma festa na semana passada e não convidou os amigos.,Como se sentiriam os amigos?,Deixado de fora,Lamentando a decisão dela.,Pequeno e mau por causa disso.,A
611,"A Skylar treinou para a maratona durante meses, mas quando chegou a hora de correr, durou o dia todo com muita energia.",O que fez a Skylar?,Prática e preparação para o evento,Tive muita energia o dia todo.,Esqueceu-se onde estacionou.,A
612,"A Casey ia tirar as fotos amanhã, e o Ash melhorou a aparência dela antes da sessão.",Como se sentiria o Casey?,nervoso,desanimado,confiante,C
613,A Bailey sempre amou a água e sabe nadar perfeitamente.,Porque é que a Bailey fez isto?,nadar mais vezes,Ganhar uma medalha.,fazer parte do clube de xadrez,A
614,Lee sentiu saudades de casa depois de estar longe de casa por um ano.,Como é que o Lee se sentiria depois?,triste,neutro,Sentiram saudades da cidade natal.,A
615,Tracy emprestou trechos da tese que leu para usar em seu relato e citou o trabalho.,Por que o Tracy fez isso?,Evolução no relatório,mostram onde as informações foram provenientes de,terminar o relatório,B
616,"Kendall não encontrou um local seco, demoraram muito tempo sentados.",Por que o Kendall fez isso?,ser molhado,ser encharcado,ser feliz,C
617,A Addison sentou-se a ver televisão em vez de ir à festa.,Como descreveria a Addison?,Solitário,excitante,Outgoing,A
618,Addison pareceu uma tola na frente da turma quando esqueceu sua apresentação.,O que é que a Addison vai querer fazer a seguir?,Peça ajuda ao professor,Esquece a apresentação.,Saia da sala.,C
619,"Seus amigos queriam continuar, mas Addison o chamou no dia seguinte.",O que seus amigos vão querer fazer a seguir?,Descanse um pouco,Faça uma pausa,Gritar com Addison por desistir,C
620,Skylar deu à Robin a capacidade de jogar basquete melhor do que o resto das amigas dela.,O que vai querer fazer a seguir?,Avalie os pontos fracos do Robin.,elaborar um plano de formação,Mostra respeito pela Skylar .,C
621,"Robin via Skylar semanalmente para aconselhamento após um evento trágico e, com o tempo, Skylar deu a Robin a capacidade de seguir em frente.",O que vai querer fazer a seguir?,Aceita a taxa dela.,Continuem com as suas vidas.,Não agradeça à Skylar .,B
622,Cameron beijou-os na bochecha e depois seguiu em frente.,O que vai acontecer com a Cameron?,Jantar,incomodá-los,amor,A
623,A Addison deixou-o sozinho para brincar na floresta durante uma hora.,Porque é que a Addison fez isto?,tomar um duche,Amado,preguiçoso,B
624,A Addison apanhou as moscas que estavam a zumbir pelo escritório.,O que é que a Addison precisa de fazer antes disto?,Arranja um apanha-moscas.,limpar o escritório,Matar as moscas.,A
625,A Sasha ia almoçar com os clientes da Kendall e queria causar uma boa impressão.,O que é que o Sasha precisa de fazer antes disto?,falar mal de Sasha nas costas dos clientes.,Insulta-os assim que ela entra.,Vai para casa e escolhe uma roupa bonita e profissional para vestir.,C
626,Sasha desafiou o amigo de Ash a uma corrida.,O que é que o Ash vai querer fazer a seguir?,Continua a divertir-te .,Ganhar a corrida,Parabéns Sasha.,A
627,A Kendall manteve o número da Sasha para que pudessem ligar para marcar um encontro.,Porque é que a Kendall fez isto?,Configurar a data,Liga ao Sasha mais tarde .,Compartilhe com os outros,A
628,A Kendall mandava-lhes sempre que ela cuidava deles e eles estavam cansados disso.,O que acontecerá aos Outros?,recusa-se a ouvi-la.,Abraça-a e beija-a .,Recompense-a generosamente.,A
629,O Quinn pôs dinheiro na bolsa deles sem eles saberem porque eram muito orgulhosos para pedir ajuda.,Como se sentiria o Quinn depois?,generoso,Egoísta .,ganancioso,A
630,Kai desenvolveu cancro por fumar demasiado o dia todo.,O que vai o Kai querer fazer a seguir?,esperança,Aprenda com o exemplo de Kai,Faça com que o Kai pare de fumar .,A
631,Alex implorou aos meus pais para me deixarem ficar em casa deles.,Como se sentiriam os Outros?,Como se eles deviam divertir-se,forte,Como se os deixassem,C
632,Lee sempre lhes fazia perguntas sobre como estavam e como estava o dia deles.,O que a pessoa vai querer fazer a seguir?,Peça o mesmo em troca.,Relacionar-se mais com eles,Dê a Lee os detalhes para o relatório de trabalho .,A
633,Ash decidiu que gostaria de cozinhar uma grande refeição.,Porque é que o Ash fez isto?,Obter os ingredientes que precisam,Tem uma boa refeição,Aprenda sobre diversão,B
634,A Aubrey perdeu um objeto na areia e não conseguiu encontrá-lo.,O que é que o Aubrey precisa de fazer antes disto?,Trazer o item para a praia,ir a uma loja,Encontrar um detector de metais,A
635,O Remy colocou a cabeça do Kai na almofada porque o Kai não se sentia bem e precisava de descansar.,Como descreveria o Remy?,cruel,útil,Estava preocupado com Kye .,C
636,Alex levou Casey em seus braços em uma tentativa de confortar Casey depois de ouvir as más notícias.,Como descreveria o Alex?,orgulhoso de ter confortado Casey depois de ouvir as más notícias,Estou contente por ter confortado o Casey depois de ouvir as más notícias .,Preocupado com o Casey.,C
637,"A Taylor não tinha 21 anos, mas ela e o Carson queriam entrar num bar, por isso o Carson escondeu a identidade da Taylor.",O que é que o Carson vai querer fazer a seguir?,Vai para casa e dorme.,Compra uma bebida para a Taylor .,Diz aos porta-vozes a verdade.,B
638,A Quinn revelou tudo e confundiu o crime quando testemunharam.,O que quer o Quinn fazer a seguir?,Estava arrasado com a culpa.,Dizem que só estavam a brincar.,aceitar o castigo que lhes é dado,C
639,"Depois de um dia difícil no trabalho, e sentindo-se frustrado, Austin ligou para a melhor amiga deles.",Como descreveria o Austin?,estóico,excitado,emocional,C
640,"Addison queria dormir, mas os pensamentos de corrida continuavam passando por sua mente.",Como se sentiria a Addison depois?,sonolento e confuso na escola,Caffeinated e triste no escritório,buzzed e nervosismo na piscina,A
641,"Em 1846 o Congresso aprovou por esmagadora maioria a declaração de guerra ao México, que era a proposta do presidente James Polk.",O que é que a Taylor precisa de fazer antes disto?,"O presidente mexicano, José Herrera, estava recém-chegado ao cargo e não muito poderoso. ... Polk e seu gabinete prepararam uma declaração de guerra.","O México reivindicou o rio Nueces como sua fronteira nordeste, enquanto os EUA reivindicaram o rio Grande, e no dia em que ambas as tropas se encontraram no Rio Grande e o exército mexicano abriu fogo, em 25 de abril de 1846, a Guerra Mexicano-Americana começou","Sob o Tratado de Guadalupe Hidalgo, o Rio Grande tornou-se a fronteira sul do Texas",C
642,Ash não sabia fazer álgebra porque só entendia matemática em termos de números.,Como é que o professor de matemática vai ajudar o Ash?,Falha Ash por não entender o conteúdo,Passa a turma,O professor vai dar ajuda extra ao Ash durante a aula de matemática.,C
643,O Kendall manteve o número da Sasha no seu agendador e o agendador caiu no lago.,O que vai acontecer com a Kendall?,Perde o número da Sasha.,Seja curioso.,Chocado .,A
644,Quinn fez bolos para o Bob e os bolos eram muito grandes e muito quentes.,Porque é que o Quinn fez isto?,Come os bolos.,- É bom.,preguiçoso,B
645,Sasha encontrou-se com os clientes da Kendall na conferência para tentar vender para eles.,O que é que o Sasha vai querer fazer a seguir?,aumentar os negócios,Convencer os clientes.,- E se tiveres vendas ?,B
646,A Aubrey apanhou uma constipação e estava a tossir por todo o lado.,Como se sentiriam os Outros?,desagradável,zangado com ela.,Ainda doente.,A
647,O Lee levou todas as compras e pacotes do carro.,O que é que o Lee vai querer fazer a seguir?,caminhar até ao carro,Descanse no sofá .,Coloca as compras no carro.,B
648,O Alex derramou o café da Riley quando ele tentou dar-lhe de manhã.,O que vai acontecer com o Alex?,derrama outro,Ajuda-a a limpar.,Traz-lhe chá.,B
649,Robin determinou o destino de alguém quando decidiu interromper o tratamento do cancro.,O que os Outros vão querer fazer a seguir?,Conforto Robin,Assine uma renúncia .,Pára com o medicamento.,A
650,Jesse chamou o colega imediatamente após o evento.,Como descreveria o Jesse?,preguiçoso,astuto,irritado,C
651,O Casey pôs-na na bolsa da Riley só para a manter segura.,Como é que a Riley se sentiria?,muito zangado,Muito calmo .,Muito louco.,B
652,Jesse trabalhou duro para se tornar um melhor fotógrafo e publicou fotos em jornais e foi pago por isso.,O que é que o Jesse vai querer fazer a seguir?,Olha para as fotos do Jesse.,Pára de tirar fotos.,Melhora o equipamento dele.,C
653,Addison disse ao Carson que tinha uma surpresa para partilhar no dia seguinte.,O que faz o Carson a seguir?,Sonhar com o amanhã,"Não pude deixar de adivinhar, o dia todo, qual seria a surpresa.",Estava tão cansado que dormiam tarde na manhã seguinte .,B
654,A Sydney entrou na sala depois de pisar na caca de cão e a Sydney cheirava mal.,Como se sentiriam os Outros?,Estou feliz que a Sydney tenha entrado .,incomodado pelo cheiro,humilhado,B
655,"O bebé do Carson, Taylor, estava ansioso por tomar o pequeno-almoço.",Como se sentiria Taylor?,A alimentar Taylor.,Como se ainda tivessem fome.,Estou contente por estarem a ser alimentados.,C
656,A Mindy estava a vender bolos e a Quinn comprou um.,Porque é que o Quinn fez isto?,Leva algum dinheiro da carteira deles.,- Não .,Leva algum dinheiro do bolso deles.,B
657,Jesse deixou o gato da Jan sozinho porque ele estava facilmente assustado.,O que é que o Jesse precisa de fazer antes disto?,beijar um gato,Não te aproximes .,acariciar um gato,B
658,Riley estava muito feliz todos os dias quando saíam da casa.,O que queremos?,ser triste,ver os filmes,ser feliz,C
659,A mãe do Casey estava a ser muito rude com os outros convidados.,Como se sentiria a mãe do Casey?,Enfurecida por o filho dela lhe dar ordens.,satisfeito com o que aconteceu,Feliz que o equilíbrio de poder tenha mudado.,A
660,A Sydney almoçou com os amigos na churrasqueira cheia.,O que é que a Sydney vai querer fazer a seguir?,Saia imediatamente.,Reúna os amigos no restaurante.,Come o delicioso bife.,C
661,"A Addison não queria que o homem continuasse a falar com ela, por isso a Addison fingiu falar no telefone dela.",O que é que a Addison precisa de fazer antes disto?,Peça-lhe gentilmente para deixá-la em paz .,Dá um pontapé na virilha do homem .,convida-o a vir e sentar-se ao lado dela,A
662,"tracy andou atrás de addison, a fim de assustar addison como uma brincadeira.",O que Addison vai querer fazer a seguir?,Peça desculpas por assustar Addison,Continue andando,rir quando Addison se apaixona pela brincadeira,B
663,Carson deixa o guarda Jan's atento como ele entrou em sua casa um dia,O que queremos Jan?,Fumito Carson,obter novas informações,saber o que Carson fez,C
664,A Lee olhou para a Kendall assim para ela saber.,Como Kendall se sentiria?,Muito envergonhado.,Extremamente feliz.,Gracioso.,B
665,O Alex estava a correr à volta da mesa e a acenar com os braços.,O que é que a Riley vai querer fazer a seguir?,Assusta todos .,Limpa o café.,gritar com o Jason .,A
666,"O Kai queria ajudar a Robin, por isso, ele testemunhou na ausência dela.",Como é que o Kai se sentiria depois?,Corajoso,covarde,incompetente,A
667,Taylor estava tão nervosa com a operação que não queria fazê-la.,Como descreveria a Taylor?,Medo dos médicos.,Não tem certeza sobre a operação,saudável,B
668,"A Kendall ia buscar a Jan antes da peça, mas deixou-a sem boleia.",O que é que a Kendall vai querer fazer a seguir?,Vai comprar mantimentos.,Peço desculpa.,Lembra-te de a ir buscar.,B
669,O Austin deu o nome à Jordan porque era o nome da bisavó.,Como se sentiria Jordan?,É uma honra ter um nome de família.,feliz por carregar o cesto de flores,É uma honra ter uma árvore genealógica.,A
670,"O Austin estava atrasado, por isso começaram a comer depressa.",O que é que o Austin vai querer fazer a seguir?,Obter um bilhete de ida para a escola assinado,vestir as roupas para a escola,Acaba a comida deles.,B
671,Sydney foi ao shopping e comprou alguma marca de novo vestuário para si.,O que acontecerá com Sydney?,gastar dinheiro,andar uma bicicleta,ver Sydney no mall,A
672,Carson estava com os amigos e desafiou-os a correr até à casa.,O que vai acontecer ao Carson?,Diverte-te,Procura a casa .,A pergunta sobre diversão,A
673,"Ash foi a um sushi bar na semana passada, mas Ash experimentou sushi antes da semana passada.",Como é que o Ash se sentiria depois?,Cheio,Desgosto .,Um fã de sushi.,C
674,O Austin fez o relatório como a Tracy mostrou.,O que é que a Tracy vai querer fazer a seguir?,Veja como eles fazem,Mostra ao Tracy o relatório .,"Bem, então...",A
675,Jesse publicou artigos em revistas e os seus artigos foram muito bem recebidos.,O que é que o Jesse precisa de fazer antes disto?,escrever os artigos,ser um bom escritor,ser respeitado,A
676,"Carson nunca disse a verdade, como se fosse impossível ser honesto.",Como você descreveria Carson?,candid,desonesta,Mentiu para,B
677,A Addison contou ao meu amigo sobre o grande jogo de futebol no próximo sábado.,O que acontecerá aos Outros?,extático,preguiçoso,jogar futebol,C
678,"Todas as crianças estavam muito com fome na manhã, e estavam sentadas na mesa com bo",O que acontecerá com os outros?,Outros agradecem ao Skylar pela obtenção do leite,Outros serão alérgicos ao leite,Outros comerão cereais secos.,A
679,Sasha estava muito com fome hoje e decidiu experimentar um novo restaurante.,O que é que o Sasha vai querer fazer a seguir?,conduzir para comer,Encontrar um novo restaurante,Procure um novo restaurante,A
680,O Carson acreditava em si mesmo e fez candidaturas para muitas faculdades.,Como se sentiria Carson?,triste,sozinho,feliz,C
